action,request_path,request_encoding,play_stage,client_evidence,request_fields,response_fields,cmn_effect,static_config_dependencies,persistence_entities,implementation_status,handling_class,test_fixture,device_validation,risk,next_step
union.getGoodsList,/index.php?do=union.getGoodsList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:71"",""docs/ref/union.md#uniongetGoodsList"",""Views/Union/UnionShopLayer.js:290 (_readUnionList)""]","[""user_id""]","[""return_info.goods_list"",""return_info.user_donate""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.getUnionActiveList,?do=union.getUnionActiveList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:158"",""docs/ref/union.md#uniongetUnionActiveList"",""Views/Dialog/UnionActiveDialog.js:230 (_readUnionList)""]","[""user_id""]","[""list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.info,/?do=union.info,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:142"",""docs/ref/union.md#unioninfo"",""Views/MainMenuBtnView.js:215 (unionBtnClick)"",""Views/Union/UnionDepotLayer.js:235 (init)"",""Views/Union/UnionInfoLayer.js:170 (requestGetUnioninfo)"",""Views/Union/UnionSearch.js:199 (requestGetUnionInfo)"",""Views/Union/UnionSearch.js:229 (requestSearch)"",""Views/Dialog/UsrUpgradeNew.js:215 (buttonFunction)""]","[""union_name"",""user_id""]","[""result"",""return_info"",""return_info.has_joined"",""return_info.union_list"",""return_info.user_role""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.manage,/index.php?do=union.manage,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:75"",""docs/ref/union.md#unionmanage"",""Views/Union/UnionMemberLayer.js:365 (onBtnMenberCallBack)"",""Views/Union/UnionMembershipLayer.js:76 (onTouchCallBack)""]","[""target_id"",""type"",""union_id"",""user_id""]","[""result"",""return_info.log_content""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.quite,/?do=union.quite,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:145"",""docs/ref/union.md#unionquite"",""Views/Union/UnionInfoLayer.js:303 (rightCB)""]","[""forcepush"",""union_id"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.rankList,/index.php?do=union.rankList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:69"",""docs/ref/union.md#unionrankList"",""Views/Union/UnionRankingLayer.js:292 (_readUnionList)""]","[""user_id""]","[""return_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.userList,/index.php?do=union.userList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:74"",""docs/ref/union.md#unionuserList"",""Views/Union/UnionMemberLayer.js:455 (_readPlayerList)"",""Views/Dialog/UnionDepotMemberDialog.js:254 (_readMemberList)""]","[""forcepush"",""union_id"",""user_id""]","[""result"",""return_info.user_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.getBattleFormation,?do=unionWar.getBattleFormation,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:154"",""docs/ref/unionWar.md#unionWargetBattleFormation"",""Views/Union/UnionCombatMainLayer.js:300 (onBtnApplyAndEmbattleClicked)""]","[""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.getFightingDetails,?do=unionWar.getFightingDetails,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:159"",""docs/ref/unionWar.md#unionWargetFightingDetails"",""Views/Dialog/UnionWarBattleResultDialog.js:135 (onReviewBtnClicked)""]","[""battle_id"",""battle_rounds"",""from"",""tag"",""to"",""union_war_id"",""user_id""]",[],cmn models: xs.Models.FightInfo.create,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.getFightingProcess,?do=unionWar.getFightingProcess,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:157"",""docs/ref/unionWar.md#unionWargetFightingProcess"",""Views/Dialog/UnionEncounterMapDialog.js:863 (_setUnionElement)""]","[""battle_rounds"",""tag"",""union_war_id""]",[],cmn models: xs.Models.UnionWarFightingProcess.createWithJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.getFightingResult,?do=unionWar.getFightingResult,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:155"",""docs/ref/unionWar.md#unionWargetFightingResult"",""Views/Union/UnionCombatMainLayer.js:260 (onBtnCurrentEncounterClicked)""]","[""type"",""user_id""]","[""result"",""union_war_id""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.setBattleFormation,?do=unionWar.setBattleFormation,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:156"",""docs/ref/unionWar.md#unionWarsetBattleFormation"",""Scene/UnionWar/UnionWarChangeFormationScene.js:247 (requestSetBattleFormation)""]","[""chg_formation"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
unionWar.signUp,?do=unionWar.signUp,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:141"",""docs/ref/unionWar.md#unionWarsignUp"",""Views/Union/UnionCombatMainLayer.js:330 (applyClick)""]","[""fight_point"",""forcepush"",""user_id""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
user.chgGeneralskin,?do=user.chgGeneralskin,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:236"",""docs/ref/user.md#userchgGeneralskin"",""Views/Dialog/PlayerInfoDialog.js:221 (_requestChangeGeneralSkin)""]","[""general_skin"",""user_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
user.chgNickname,/index.php?do=user.chgNickname,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),3 教程前半,"[""ReconstructedJS/src_jsc/Cfg/Url.js:103"",""docs/ref/user.md#userchgNickname"",""Views/ChangeName.js:99 (editBoxReturn)"",""Views/Dialog/SpecificDialog.js:905 (createPlayerChangeNameDialog)""]","[""nickname""]","[""user_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,"player_profiles, tutorial_progress, request_dedup",IMPLEMENTED_LOCAL_SLICE,GAMEPLAY_REQUIRED,HTTP integration test,NOT DEVICE VERIFIED,"Current handler covers only the local reconstruction slice; verify full response, rules, costs, and restart behavior.","Extend behavior from client evidence; add success, legal refusal, retry, persistence, and device checks."
user.chgSign,/index.php?do=user.chgSign,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:102"",""docs/ref/user.md#userchgSign"",""Views/Dialog/SpecificDialog.js:718 (createEditSignatureDialog)""]","[""sign""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
user.chooseTeam,/index.php?do=user.chooseTeam,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),3 教程前半,"[""ReconstructedJS/src_jsc/Cfg/Url.js:126"",""docs/ref/user.md#userchooseTeam"",""Scene/GeneralSelect/GeneralSelectScene.js:219 (confirmCallback)""]","[""general_id"",""selectSuccessCallback""]",[],No model hop extracted; inspect ref page and cmn consumers.,"[""sgs_generals""]","player_generals, player_counters, player_team, tutorial_progress, request_dedup",IMPLEMENTED_LOCAL_SLICE,GAMEPLAY_REQUIRED,HTTP integration test,NOT DEVICE VERIFIED,"Current handler covers only the local reconstruction slice; verify full response, rules, costs, and restart behavior.","Extend behavior from client evidence; add success, legal refusal, retry, persistence, and device checks."
user.getPushData,/?do=user.getPushData,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),1-2 启动、选服与主城,"[""ReconstructedJS/src_jsc/Cfg/Url.js:64"",""docs/ref/user.md#usergetPushData"",""Views/ActivitiesShow6Icon.js:67 (requestAndUpdataEvent)"",""Views/ActivitiesShow6Icon.js:218 (btnClickCallBack)"",""Views/ActivitiesShow6Icon.js:240 (btnClickCallBack)"",""Scene/SubMenu/PartyMenuScene.js:86 (requestAndUpdataMenus)"",""Scene/SubMenu/PartyMenuScene.js:397 (MPMV_MenuTouchedInIndex)"",""Scene/SubMenu/PartyMenuScene.js:430 (MPMV_MenuTouchedInIndex)"",""Scene/SubMenu/PartyMenuScene.js:453 (MPMV_MenuTouchedInIndex)"",""Scene/SubMenu/PartyMenuScene.js:475 (MPMV_MenuTouchedInIndex)"",""Scene/SubMenu/PartyMenuScene.js:497 (MPMV_MenuTouchedInIndex)"",""Scene/SubMenu/PartyMenuScene.js:519 (MPMV_MenuTouchedInIndex)""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,read only,IMPLEMENTED_LOCAL_SLICE,CLIENT_BOOTSTRAP,missing,NOT DEVICE VERIFIED,"Current handler covers only the local reconstruction slice; verify full response, rules, costs, and restart behavior.","Extend behavior from client evidence; add success, legal refusal, retry, persistence, and device checks."
user.leaveMsg,/index.php?do=user.leaveMsg,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:112"",""docs/ref/user.md#userleaveMsg"",""Views/FeedBack.js:51 (onBtnClick)"",""Views/Dialog/SendMessageDialog.js:111 (onSendBtnClick)""]","[""message""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
user.login,/?do=user.login,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),1-2 启动、选服与主城,"[""ReconstructedJS/src_jsc/Cfg/Url.js:20"",""docs/ref/user.md#userlogin"",""Scene/Login/LoginScene_AnySdk.js:318 (onStartLogin)"",""Scene/Login/LoginScene_BfSdk.js:239 (onStartLogin)"",""Scene/Login/LoginScene_EasyGuestSdk.js:231 (onClick_start_get_role)"",""Scene/Login/LoginScene_EasySdk.js:181 (onClick_start_get_role)"",""Scene/Login/LoginScene_ThirdGuestSdk.js:241 (onStartLogin)"",""Scene/Login/LoginScene_ThirdSdk.js:264 (onStartLogin)""]","[""account_uid"",""app_indentify"",""cfg_version"",""forcepush"",""server_id"",""server_params"",""token""]","[""EasyAppKeyBase64"",""customerServiceShowConf"",""festivalType"",""isAdult"",""isMobile"",""isShowAmt"",""isShowBanShu"",""isShowCDKey"",""isShowGem"",""isShowMagic"",""isShowUnionWar"",""is_use_keywords"",""map_info"",""maxTeamNum"",""rechargeRate"",""server_open"",""user_auth"",""wine_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,"player_profiles, tutorial_progress, player_generals, player_items, player_equipment, player_team, player_dungeons",IMPLEMENTED_LOCAL_SLICE,CLIENT_BOOTSTRAP,HTTP integration test,NOT DEVICE VERIFIED,"Current handler covers only the local reconstruction slice; verify full response, rules, costs, and restart behavior.","Extend behavior from client evidence; add success, legal refusal, retry, persistence, and device checks."
user.save,/index.php?do=user.save,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:140"",""docs/ref/user.md#usersave"",""Profile/GameData/Mgr.js:137 (init_Login)"",""Scene/Login/LoginScene_EasyGuestSdk.js:272 (onResp_getPlayerInfoSuccess)""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
user.testLogin,/?do=user.testLogin,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),10 长尾 / 待核,"[""ReconstructedJS/src_jsc/Cfg/Url.js:21"",""docs/ref/user.md#usertestLogin""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
warlord.warlord,/index.php?do=warlord.warlord,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:98"",""docs/ref/warlord.md#warlordwarlord"",""Views/Table/Cell/ChaosTableViewCell.js:146 (gotoFight)""]","[""forcepush"",""ignoreRandEvent"",""other_id"",""skill_id"",""type""]",[],cmn models: xs.Models.FightInfo.create,"[""sgs_skill""]",not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
warlord.warlordBatchExchangeSkill,/index.php?do=warlord.warlordBatchExchangeSkill,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:101"",""docs/ref/warlord.md#warlordwarlordBatchExchangeSkill"",""Scene/Chaos/ChaosHomeView.js:60 (OneStepComposeCallBack)""]","[""skill_ids"",""user_id""]","[""return_info"",""return_info.add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
warlord.warlordExchangeSkill,/index.php?do=warlord.warlordExchangeSkill,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:100"",""docs/ref/warlord.md#warlordwarlordExchangeSkill"",""Scene/Chaos/ChaosHomeView.js:291 (updateSkillPiece)""]","[""ignoreRandEvent"",""skill_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,"[""sgs_skill""]",not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
warlord.warlordInfo,/index.php?do=warlord.warlordInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:97"",""docs/ref/warlord.md#warlordwarlordInfo"",""Scene/Chaos/ChaosFight.js:92 (init)"",""Scene/Chaos/ChaosFight.js:162 (checkPieceNumIsEnough)""]","[""skill_id""]","[""return_info.warlord_info""]",No model hop extracted; inspect ref page and cmn consumers.,"[""sgs_skill""]",not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
warlord.warlordPieceInfo,/index.php?do=warlord.warlordPieceInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:96"",""docs/ref/warlord.md#warlordwarlordPieceInfo"",""Scene/Chaos/ChaosHomeView.js:76 (OneStepComposeCallBack)"",""Scene/Chaos/ChaosHomeView.js:89 (onEnterTransitionDidFinish)"",""Scene/Chaos/ChaosHomeView.js:301 (updateSkillPiece)""]",[],"[""return_info.piece_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
warlord.warlordSkillList,/index.php?do=warlord.warlordSkillList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:99"",""docs/ref/warlord.md#warlordwarlordSkillList""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
wine.wine,/index.php?do=wine.wine,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:47"",""docs/ref/wine.md#winewine"",""Scene/Store/ToastView.js:150 (onToast_gold_single)"",""Scene/Store/ToastView.js:184 (onToast_gold_ten)"",""Scene/Store/ToastView.js:229 (onToast_silver)"",""Scene/Store/ToastView.js:266 (onToast_copper)""]","[""forcepush"",""ignoreRandEvent"",""is_multi"",""type"",""user_item_id""]","[""reward_info"",""user_wine_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,"player_generals, player_counters, tutorial_progress, request_dedup",IMPLEMENTED_LOCAL_SLICE,GAMEPLAY_REQUIRED,HTTP integration test,NOT DEVICE VERIFIED,"Current handler covers only the local reconstruction slice; verify full response, rules, costs, and restart behavior.","Extend behavior from client evidence; add success, legal refusal, retry, persistence, and device checks."
wine.wineGeneralInfo,?do=wine.wineGeneralInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:254"",""docs/ref/wine.md#winewineGeneralInfo"",""Views/Dialog/GeneralPreviewDialog.js:131 (requestService)""]","[""getGradeList""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
wine.wineInfo,/index.php?do=wine.wineInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:46"",""docs/ref/wine.md#winewineInfo""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
wish.get,/index.php?do=wish.get,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:68"",""docs/ref/wish.md#wishget"",""Scene/Party/WishingScene.js:433 (startWishing)""]","[""activity_push"",""forcepush"",""general_id"",""user_id""]","[""return_info.add_list"",""return_info.item_index"",""return_info.item_list"",""return_info.wish_free""]",No model hop extracted; inspect ref page and cmn consumers.,"[""sgs_generals""]",not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
wish.info,/index.php?do=wish.info,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),8 日常与经济,"[""ReconstructedJS/src_jsc/Cfg/Url.js:67"",""docs/ref/wish.md#wishinfo"",""Tools/Scene.js:323 (gotoWishingScene)""]","[""user_id""]","[""return_info"",""return_info.wish_list""]",cmn models: mWishin.loadJson,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.exchange,?do=worldWar.exchange,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:199"",""docs/ref/worldWar.md#worldWarexchange"",""Views/DecisiveBattle/SupportPointsExchangeView.js:313 (onBtnCallBack)""]","[""pk_id"",""user_id""]","[""add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
worldWar.getFightDetail,?do=worldWar.getFightDetail,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:205"",""docs/ref/worldWar.md#worldWargetFightDetail"",""Views/DecisiveBattle/OneRoundPlayerListDialog.js:187 (onReviewBtnClicked)""]","[""round"",""session""]","[""detail""]",cmn models: xs.Models.FightInfo.create,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
